session_id,tracker_id,timestamp_ms,frame_id,x_px,y_px,x_norm,y_norm,confidence,validity,stim_id,event,task_name,target_x_px,target_y_px
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136750968,,377.5453140613197,399.2378986534028,0.294957276610406,0.5544970814630594,1.0,0,calib_01_retry,stream,calibration,853.5,533.5
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136751154,,382.5673189130734,391.8581663207841,0.2988807179008386,0.5442474532233113,1.0,0,calib_01_retry,stream,calibration,853.5,533.5
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136751295,,397.4973939171909,374.8357623238518,0.3105448389978054,0.5206052254497942,1.0,0,calib_01_retry,stream,calibration,853.5,533.5
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136751436,,424.42579269416007,345.42265819571173,0.33158265054231256,0.4797536919384885,1.0,0,calib_01_retry,stream,calibration,,
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136751571,,472.72523798493125,311.1428410453434,0.36931659217572754,0.43214283478519916,1.0,0,calib_01_retry,stream,calibration,,
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136751752,,517.0202628697725,264.58325103484185,0.40392208036700983,0.3674767375483915,1.0,0,calib_02,stream,calibration,170.70000000000002,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136751895,,555.9142148992732,214.91477151827243,0.43430798039005725,0.2984927382198228,1.0,0,calib_02,stream,calibration,170.70000000000002,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136752024,,602.6480382029846,166.69928708694388,0.4708187798460817,0.2315267876207554,1.0,0,calib_02,stream,calibration,170.70000000000002,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136752164,,684.4968373282352,157.91905236532068,0.5347631541626837,0.21933201717405648,1.0,0,calib_02,stream,calibration,170.70000000000002,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136752297,,745.5688761654834,166.5678053476794,0.5824756845042839,0.23134417409399918,1.0,0,calib_02,stream,calibration,170.70000000000002,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136752428,,813.3943957661804,177.41581426192755,0.6354643716923285,0.24641085314156605,1.0,0,calib_02,stream,calibration,170.70000000000002,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136752559,,873.873072438811,187.91341388150354,0.6827133378428212,0.2609908526131994,1.0,0,calib_02,stream,calibration,170.70000000000002,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136752700,,890.8732998289009,189.53092993596923,0.6959947654913289,0.26323740268884616,1.0,0,calib_02,stream,calibration,170.70000000000002,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136752841,,905.044742753796,204.86082006153498,0.7070662052764031,0.28452891675213193,1.0,0,calib_02,stream,calibration,170.70000000000002,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136752973,,926.6654298925064,219.00140086706472,0.7239573671035207,0.3041686123153677,1.0,0,calib_02,stream,calibration,170.70000000000002,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136753101,,912.4149061342666,230.0352854687506,0.7128241454173958,0.3194934520399314,1.0,0,calib_02,stream,calibration,170.70000000000002,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136753230,,929.1565185734614,242.20859006501755,0.7259035301355168,0.3364008195347466,1.0,0,calib_02,stream,calibration,170.70000000000002,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136753364,,917.8206601552187,246.20144274675957,0.7170473907462646,0.3419464482593883,1.0,0,calib_02,stream,calibration,,
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136753493,,866.5556856073881,257.280005295746,0.676996629380772,0.35733334068853606,1.0,0,calib_02,stream,calibration,,
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136753621,,855.2830255091181,250.8605488885966,0.6681898636789986,0.3484174290119397,1.0,0,calib_02_retry,stream,calibration,170.70000000000002,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136753749,,858.639175005989,258.874551140037,0.6708118554734289,0.3595479876944958,1.0,0,calib_02_retry,stream,calibration,170.70000000000002,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136753876,,838.5853448686707,271.24078895929375,0.655144800678649,0.3767233179990191,1.0,0,calib_02_retry,stream,calibration,170.70000000000002,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136754007,,826.3655945534063,276.5415966371028,0.6455981207448487,0.384085550884865,1.0,0,calib_02_retry,stream,calibration,170.70000000000002,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136754135,,839.3087280322014,272.07436765634867,0.6557099437751573,0.3778810661893731,1.0,0,calib_02_retry,stream,calibration,170.70000000000002,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136754261,,842.2356171058111,267.41759235715733,0.6579965758639149,0.3714133227182741,1.0,0,calib_02_retry,stream,calibration,170.70000000000002,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136754388,,844.6471649903062,273.01366034303186,0.6598805976486768,0.379185639365322,1.0,0,calib_02_retry,stream,calibration,170.70000000000002,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136754514,,849.5533001712786,267.54343926833087,0.6637135157588114,0.371588110094904,1.0,0,calib_02_retry,stream,calibration,170.70000000000002,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136754645,,850.8951599284576,248.60079525014328,0.6647618436941075,0.34527888229186565,1.0,0,calib_02_retry,stream,calibration,170.70000000000002,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136754773,,857.9933589785701,251.26595961708153,0.6703073117020079,0.3489804994681688,1.0,0,calib_02_retry,stream,calibration,170.70000000000002,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136754900,,856.0804895775725,253.1327676306475,0.6688128824824785,0.3515732883758993,1.0,0,calib_02_retry,stream,calibration,170.70000000000002,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136755028,,856.2421591406247,253.61091739223028,0.6689391868286131,0.3522373852669865,1.0,0,calib_02_retry,stream,calibration,170.70000000000002,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136755154,,835.8840907985955,257.89010863913427,0.6530344459364027,0.35818070644324207,1.0,0,calib_02_retry,stream,calibration,,
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136755287,,808.7195215679244,265.5878302854505,0.631812126224941,0.3688719865075701,1.0,0,calib_02_retry,stream,calibration,,
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136755417,,784.7854895817392,267.0848506138327,0.6131136637357337,0.37095118140810096,1.0,0,calib_03,stream,calibration,1536.3,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136755544,,791.1191821389398,264.2312349043142,0.6180618610460467,0.36698782625599197,1.0,0,calib_03,stream,calibration,1536.3,106.7
e7070c78-2be3-4b41-8864-5cb6e84561a3,webgazer,1765136755671,,765.8026465939771,223.68068675153862,0.5982833176515446,0.3106676204882481,1.0,0,calib_03,stream,calibration,1536.3,106.7
